"1 - UInt32","2 - String","3 - UInt32","4 - String","5 - UInt32","6 - UInt32","7 - UInt32","8 - Byte","9 - Int16","10 - Int16","11 - Int16","12 - Int16","13 - Int16","14 - Int16","15 - Int16","16 - Int16","17 - Int16","18 - Int16","19 - Int16","20 - Int16","21 - Int16","22 - Byte","23 - Byte","24 - Byte","25 - Byte","26 - Byte","27 - Byte","28 - Byte","29 - Byte","30 - Byte","31 - Int16","32 - Int16","33 - Int16","34 - Int16","35 - Int16","36 - Int16","37 - Int16","38 - Int16","39 - Int16","40 - Int16","41 - Int16","42 - Int16","43 - Int16","44 - UInt32","45 - UInt32","46 - Int16","47 - Int16","48 - Int16","49 - Int16","50 - Int16","51 - Int16","52 - Int16","53 - Int16"
"208","Dark Vane(+8)","119101000","무한대전","12130","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","13","0","0","-170","-170","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0"
"209","Dark Vane(+9)","119101000","무한대전","12130","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","0","0","110","0","0","0","0","0","0","0","0","16","0","0","-180","-180","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0"
"210","Dark Vane(+10)","119101000","무한대전","12130","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","20","0","0","-190","-190","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0"
"211","Hanguk Sword(+1)","129101000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Hanguk Sword(+2)","129101000","무한대전","0","0","0","4","4","100","0","0","5500","1","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"213","Hanguk Sword(+3)","129101000","무한대전","0","0","0","4","8","100","0","0","6000","1","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0"
"214","Hanguk Sword(+4)","129101000","무한대전","0","0","0","4","12","100","0","0","6500","1","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0"
"215","Hanguk Sword(+5)","129101000","무한대전","0","0","0","4","16","100","0","0","7000","1","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0"
"216","Hanguk Sword(+6)","129101000","무한대전","12070","0","0","4","20","100","0","0","7500","1","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0"
"217","Hanguk Sword(+7)","129101000","무한대전","12070","0","0","4","24","100","0","0","8000","1","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0"
"218","Hanguk Sword(+8)","129101000","무한대전","12070","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0"
"219","Hanguk Sword(+9)","129101000","무한대전","12070","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0"
"220","Hanguk Sword(+10)","129101000","무한대전","12070","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0"
"221","Hell Breaker(+1)","149101000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","Hell Breaker(+2)","149101000","무한대전","0","0","0","4","6","100","0","0","5500","1","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"223","Hell Breaker(+3)","149101000","무한대전","0","0","0","4","12","100","0","0","6000","1","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0"
"224","Hell Breaker(+4)","149101000","무한대전","0","0","0","4","18","100","0","0","6500","1","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0"
"225","Hell Breaker(+5)","149101000","무한대전","0","0","0","4","24","100","0","0","7000","1","0","0","0","0","0","0","0","110","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0"
"226","Hell Breaker(+6)","149101000","무한대전","12060","0","0","4","30","100","0","0","7500","1","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0"
"227","Hell Breaker(+7)","149101000","무한대전","12060","0","0","4","36","100","0","0","8000","1","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0"
"228","Hell Breaker(+8)","149101000","무한대전","12060","0","0","4","44","100","0","0","8500","1","0","0","0","0","0","0","0","155","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0"
"229","Hell Breaker(+9)","149101000","무한대전","12060","0","0","4","56","100","0","0","9000","1","0","0","0","0","0","0","0","170","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0"
"230","Hell Breaker(+10)","149101000","무한대전","12060","0","0","4","74","100","0","0","9500","1","0","0","0","0","0","0","0","185","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0"
"231","Enion Bow(+1)","169101000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Enion Bow(+2)","169101000","무한대전","0","0","0","4","4","100","0","0","5500","1","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"233","Enion Bow(+3)","169101000","무한대전","0","0","0","4","8","100","0","0","6000","1","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0"
"234","Enion Bow(+4)","169101000","무한대전","0","0","0","4","12","100","0","0","6500","1","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0"
"235","Enion Bow(+5)","169101000","무한대전","0","0","0","4","16","100","0","0","7000","1","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0"
"236","Enion Bow(+6)","169101000","무한대전","12110","0","0","4","20","100","0","0","7500","1","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0"
"237","Enion Bow(+7)","169101000","무한대전","12110","0","0","4","24","100","0","0","8000","1","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0"
"238","Enion Bow(+8)","169101000","무한대전","12110","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0"
"239","Enion Bow(+9)","169101000","무한대전","12110","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","0","0","110","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0"
"240","Enion Bow(+10)","169101000","무한대전","12110","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0"
"241","Smite Hammer(+1)","199101000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","5","0","0","0","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Smite Hammer(+2)","199101000","무한대전","0","0","0","4","4","100","0","0","5500","1","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","6","0","0","0","0","70","70","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0"
"243","Smite Hammer(+3)","199101000","무한대전","0","0","0","4","8","100","0","0","6000","1","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","7","0","0","0","0","90","90","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0"
"244","Smite Hammer(+4)","199101000","무한대전","0","0","0","4","12","100","0","0","6500","1","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","8","0","0","0","0","110","110","0","0","0","0","0","0","0","0","0","0","0","3","0","0","6","0"
"245","Smite Hammer(+5)","199101000","무한대전","0","0","0","4","16","100","0","0","7000","1","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","9","0","0","0","0","130","130","0","0","0","0","0","0","0","0","0","0","0","4","0","0","8","0"
"246","Smite Hammer(+6)","199101000","무한대전","12060","0","0","4","20","100","0","0","7500","1","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","10","0","0","0","0","150","150","0","0","0","0","0","0","0","0","0","0","0","5","0","0","10","0"
"247","Smite Hammer(+7)","199101000","무한대전","12060","0","0","4","24","100","0","0","8000","1","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","11","0","0","0","0","170","170","0","0","0","0","0","0","0","0","0","0","0","6","0","0","12","0"
"248","Smite Hammer(+8)","199101000","무한대전","12060","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","13","0","0","0","0","190","200","0","0","0","0","0","0","0","0","0","0","0","7","0","0","14","0"
"249","Smite Hammer(+9)","199101000","무한대전","12060","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","16","0","0","0","0","210","240","0","0","0","0","0","0","0","0","0","0","0","8","0","0","16","0"
"250","Smite Hammer(+10)","199101000","무한대전","12060","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","110","0","0","0","0","0","0","0","0","20","0","0","0","0","230","300","0","0","0","0","0","0","0","0","0","0","0","10","0","0","18","0"
"261","Glacier Erenion(+1)","189201000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","5","0","0","1","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","Glacier Erenion(+2)","189201000","무한대전","0","0","0","4","4","100","0","0","5500","1","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","6","0","0","2","0","50","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"263","Glacier Erenion(+3)","189201000","무한대전","0","0","0","4","8","100","0","0","6000","1","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","7","0","0","3","0","80","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"264","Glacier Erenion(+4)","189201000","무한대전","0","0","0","4","12","100","0","0","6500","1","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","8","0","0","4","0","110","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"265","Glacier Erenion(+5)","189201000","무한대전","0","0","0","4","16","100","0","0","7000","1","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","9","0","0","5","0","140","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"266","Glacier Erenion(+6)","189201000","무한대전","12050","0","0","4","20","100","0","0","7500","1","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","10","0","0","6","0","170","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"267","Glacier Erenion(+7)","189201000","무한대전","12050","0","0","4","24","100","0","0","8000","1","0","0","0","0","0","0","0","0","78","0","0","0","0","0","0","0","0","11","0","0","7","0","200","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"268","Glacier Erenion(+8)","189201000","무한대전","12050","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0","0","0","13","0","0","9","0","240","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"269","Glacier Erenion(+9)","189201000","무한대전","12050","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","16","0","0","12","0","290","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32"
"270","Glacier Erenion(+10)","189201000","무한대전","12050","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","20","0","0","16","0","350","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36"
"271","Lightning Erenion(+1)","189301000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","5","1","0","20","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","Lightning Erenion(+2)","189301000","무한대전","0","0","0","4","4","100","0","0","5500","1","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","6","2","0","50","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"273","Lightning Erenion(+3)","189301000","무한대전","0","0","0","4","8","100","0","0","6000","1","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","7","3","0","80","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"274","Lightning Erenion(+4)","189301000","무한대전","0","0","0","4","12","100","0","0","6500","1","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","8","4","0","110","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"275","Lightning Erenion(+5)","189301000","무한대전","0","0","0","4","16","100","0","0","7000","1","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","9","5","0","140","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"276","Lightning Erenion(+6)","189301000","무한대전","12130","0","0","4","20","100","0","0","7500","1","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","10","6","0","170","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"277","Lightning Erenion(+7)","189301000","무한대전","12130","0","0","4","24","100","0","0","8000","1","0","0","0","0","0","0","0","0","0","78","0","0","0","0","0","0","0","0","0","11","7","0","200","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"278","Lightning Erenion(+8)","189301000","무한대전","12130","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0","0","0","0","13","9","0","240","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"279","Lightning Erenion(+9)","189301000","무한대전","12130","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","0","16","12","0","290","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","32"
"280","Lightning Erenion(+10)","189301000","무한대전","12130","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","20","16","0","350","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","36"
"281","Ron's Staff(+1)","189401000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","0","0","0","0","0","0","20","20","20","0","0","0","0","0","0","0","0","5","0","1","0","20","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Ron's Staff(+2)","189401000","무한대전","0","0","0","4","4","100","0","0","5500","1","0","0","0","0","0","0","0","25","25","25","0","0","0","0","0","0","0","0","6","0","2","0","50","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","4"
"283","Ron's Staff(+3)","189401000","무한대전","0","0","0","4","8","100","0","0","6000","1","0","0","0","0","0","0","0","30","30","30","0","0","0","0","0","0","0","0","7","0","3","0","80","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","8"
"284","Ron's Staff(+4)","189401000","무한대전","0","0","0","4","12","100","0","0","6500","1","0","0","0","0","0","0","0","35","35","35","0","0","0","0","0","0","0","0","8","0","4","0","110","11","11","11","0","0","0","0","0","0","0","0","0","0","0","0","12"
"285","Ron's Staff(+5)","189401000","무한대전","0","0","0","4","16","100","0","0","7000","1","0","0","0","0","0","0","0","40","40","40","0","0","0","0","0","0","0","0","9","0","5","0","140","13","13","13","0","0","0","0","0","0","0","0","0","0","0","0","16"
"286","Ron's Staff(+6)","189401000","무한대전","12201","0","0","4","20","100","0","0","7500","1","0","0","0","0","0","0","0","45","45","45","0","0","0","0","0","0","0","0","10","0","6","0","170","15","15","15","0","0","0","0","0","0","0","0","0","0","0","0","20"
"287","Ron's Staff(+7)","189401000","무한대전","12201","0","0","4","24","100","0","0","8000","1","0","0","0","0","0","0","0","50","50","50","0","0","0","0","0","0","0","0","11","0","7","0","200","17","17","17","0","0","0","0","0","0","0","0","0","0","0","0","24"
"288","Ron's Staff(+8)","189401000","무한대전","12201","0","0","4","30","100","0","0","8500","1","0","0","0","0","0","0","0","55","55","55","0","0","0","0","0","0","0","0","13","0","9","0","240","19","19","19","0","0","0","0","0","0","0","0","0","0","0","0","28"
"289","Ron's Staff(+9)","189401000","무한대전","12201","0","0","4","39","100","0","0","9000","1","0","0","0","0","0","0","0","60","60","60","0","0","0","0","0","0","0","0","16","0","12","0","290","21","21","21","0","0","0","0","0","0","0","0","0","0","0","0","32"
"290","Ron's Staff(+10)","189401000","무한대전","12201","0","0","4","52","100","0","0","9500","1","0","0","0","0","0","0","0","65","65","65","0","0","0","0","0","0","0","0","20","0","16","0","350","23","23","23","0","0","0","0","0","0","0","0","0","0","0","0","36"
"291","Defender of the Lord(+1)","179101000","무한대전","0","0","0","4","0","100","0","0","5000","1","0","5","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
