"1 - UInt32","2 - String","3 - UInt32","4 - String","5 - UInt32","6 - UInt32","7 - UInt32","8 - Byte","9 - Int16","10 - Int16","11 - Int16","12 - Int16","13 - Int16","14 - Int16","15 - Int16","16 - Int16","17 - Int16","18 - Int16","19 - Int16","20 - Int16","21 - Int16","22 - Byte","23 - Byte","24 - Byte","25 - Byte","26 - Byte","27 - Byte","28 - Byte","29 - Byte","30 - Byte","31 - Int16","32 - Int16","33 - Int16","34 - Int16","35 - Int16","36 - Int16","37 - Int16","38 - Int16","39 - Int16","40 - Int16","41 - Int16","42 - Int16","43 - Int16","44 - UInt32","45 - UInt32","46 - Int16","47 - Int16","48 - Int16","49 - Int16","50 - Int16","51 - Int16","52 - Int16","53 - Int16"
"18","Strength","0","힘 8","0","0","0","5","0","0","0","0","7000","4","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"19","Strength","0","힘 9","0","0","0","5","0","0","0","0","8000","4","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"20","Strength","0","힘 10","0","0","0","5","0","0","0","0","9000","4","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","18","0","0","0","0"
"21","Saint","0","화염, 냉기 저항1","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Saint","0","화염, 냉기 저항2","0","0","0","5","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"23","Saint","0","화염, 냉기 저항3","0","0","0","5","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","4","0","0","4","0","0","0","0"
"24","Saint","0","화염, 냉기 저항4","0","0","0","5","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","6","0","0","6","0","0","0","0"
"25","Saint","0","화염, 냉기 저항5","0","0","0","5","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0","0","8","0","0","8","0","0","0","0"
"26","Saint","0","화염, 냉기 저항6","0","0","0","5","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","0","0","0","0","0","0","10","0","0","10","0","0","0","0"
"27","Saint","0","화염, 냉기 저항7","0","0","0","5","0","0","0","0","6000","4","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","16","16","0","0","0","0","0","0","12","0","0","12","0","0","0","0"
"28","Saint","0","화염, 냉기 저항8","0","0","0","5","0","0","0","0","7000","4","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","19","19","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"29","Saint","0","화염, 냉기 저항9","0","0","0","5","0","0","0","0","8000","4","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","22","22","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"30","Saint","0","화염, 냉기 저항10","0","0","0","5","0","0","0","0","9000","4","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","25","25","0","0","0","0","0","0","18","0","0","18","0","0","0","0"
"31","Light","0","힘제한감소1","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-16","0","0","0","0"
"32","Light","0","힘제한감소2","0","0","0","5","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-14","0","0","0","0"
"33","Light","0","힘제한감소3","0","0","0","5","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","-12","0","0","0","0"
"34","Light","0","힘제한감소4","0","0","0","5","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","-10","0","0","0","0"
"35","Light","0","힘제한감소5","0","0","0","5","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","-8","0","0","0","0"
"36","Light","0","힘제한감소6","0","0","0","5","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","-6","0","0","0","0"
"37","Light","0","힘제한감소7","0","0","0","5","0","0","0","0","6000","4","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","-4","0","0","0","0"
"38","Light","0","힘제한감소8","0","0","0","5","0","0","0","0","7000","4","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","-2","0","0","0","0"
"39","Light","0","힘제한감소9","0","0","0","5","0","0","0","0","8000","4","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","-2","0","0","0","0"
"40","Light","0","힘제한감소10","0","0","0","5","0","0","0","0","9000","4","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","-2","0","0","0","0"
"41","Revenge","0","대미지 반사 1","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Revenge","0","대미지 반사 2","0","0","0","5","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"43","Revenge","0","대미지 반사 3","0","0","0","5","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0"
"44","Revenge","0","대미지 반사 4","0","0","0","5","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0"
"45","Revenge","0","대미지 반사 5","0","0","0","5","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0"
"46","Revenge","0","대미지 반사 6","0","0","0","5","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0"
"47","Revenge","0","대미지 반사 7","0","0","0","5","0","0","0","0","6000","4","29","0","0","0","0","0","0","0","0","0","0","0","0","0","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0"
"48","Revenge","0","대미지 반사 8","0","0","0","5","0","0","0","0","7000","4","39","0","0","0","0","0","0","0","0","0","0","0","0","0","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"49","Revenge","0","대미지 반사 9","0","0","0","5","0","0","0","0","8000","4","55","0","0","0","0","0","0","0","0","0","0","0","0","0","28","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"50","Revenge","0","대미지 반사 10","0","0","0","5","0","0","0","0","9000","4","90","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","18","0","0","0","0"
"51","","0","몹드롭기본형","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","","0","몹드롭기본2","0","0","0","0","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"53","","0","몹드롭기본3","0","0","0","0","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0"
"54","","0","몹드롭기본4","0","0","0","0","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0"
"55","","0","몹드롭기본5","0","0","0","0","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0"
"56","","0","몹드롭기본6","0","0","0","0","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0"
"57","","0","몹드롭기본7","0","0","0","0","0","0","0","0","6000","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0"
"58","","0","몹드롭기본8","0","0","0","0","0","0","0","0","7000","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"59","","0","몹드롭기본9","0","0","0","0","0","0","0","0","8000","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"60","Unique","0","??","0","0","0","4","0","0","0","0","8000","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"61","Strong","0","몹드롭내구력1","0","0","0","1","0","0","0","0","2000","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Strong","0","몹드롭내구력2","0","0","0","1","0","0","0","0","4000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"63","Strong","0","몹드롭내구력3","0","0","0","1","0","0","0","0","6000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0"
"64","Strong","0","몹드롭내구력4","0","0","0","1","0","0","0","0","8000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0"
"65","Strong","0","몹드롭내구력5","0","0","0","1","0","0","0","0","10000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0"
"66","Strong","0","몹드롭내구력6","0","0","0","1","0","0","0","0","12000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0"
"67","Strong","0","몹드롭내구력7","0","0","0","1","0","0","0","0","14000","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0"
"68","Strong","0","몹드롭내구력8","0","0","0","1","0","0","0","0","16000","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"69","Strong","0","몹드롭내구력9","0","0","0","1","0","0","0","0","18000","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"70","Unique","0","??","0","0","0","4","0","0","0","0","18000","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"71","Strength","0","힘1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Strength","0","힘2","0","0","0","1","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"73","Strength","0","힘3","0","0","0","1","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0"
"74","Strength","0","힘4","0","0","0","1","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0"
"75","Strength","0","힘5","0","0","0","1","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0"
"76","Strength","0","힘6","0","0","0","1","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0"
"77","Strength","0","힘7","0","0","0","1","0","0","0","0","6000","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0"
"78","Strength","0","힘8","0","0","0","1","0","0","0","0","7000","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"79","Strength","0","힘9","0","0","0","1","0","0","0","0","8000","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"80","Unique","0","??","0","0","0","4","0","0","0","0","8000","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"81","Wisdom","0","지능1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Wisdom","0","지능2","0","0","0","1","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"83","Wisdom","0","지능3","0","0","0","1","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0"
"84","Wisdom","0","지능4","0","0","0","1","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0"
"85","Wisdom","0","지능5","0","0","0","1","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0"
"86","Wisdom","0","지능6","0","0","0","1","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0"
"87","Wisdom","0","지능7","0","0","0","1","0","0","0","0","6000","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0"
"88","Wisdom","0","지능8","0","0","0","1","0","0","0","0","7000","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0"
"89","Wisdom","0","지능9","0","0","0","1","0","0","0","0","8000","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"90","Unique","0","??","0","0","0","4","0","0","0","0","8000","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","16","0","0","16","0","0","0","0"
"91","Discharge","0","전격저항1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Discharge","0","전격저항2","0","0","0","1","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0"
"93","Discharge","0","전격저항3","0","0","0","1","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0","0","4","0","0","0","0"
"94","Discharge","0","전격저항4","0","0","0","1","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","6","0","0","6","0","0","0","0"
"95","Discharge","0","전격저항5","0","0","0","1","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","8","0","0","8","0","0","0","0"
"96","Discharge","0","전격저항6","0","0","0","1","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","10","0","0","10","0","0","0","0"
"97","Discharge","0","전격저항7","0","0","0","1","0","0","0","0","6000","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","12","0","0","12","0","0","0","0"
"98","Discharge","0","전격저항8","0","0","0","1","0","0","0","0","7000","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","14","0","0","14","0","0","0","0"
"99","Discharge","0","전격저항9","0","0","0","1","0","0","0","0","8000","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","16","0","0","16","0","0","0","0"
"100","Unique","0","??","0","0","0","4","0","0","0","0","8000","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","16","0","0","16","0","0","0","0"
"101","Soul","0","마법저항1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Soul","0","마법저항2","0","0","0","1","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2","0","0","0","0"
"103","Soul","0","마법저항3","0","0","0","1","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","4","0","0","0","0"
"104","Soul","0","마법저항4","0","0","0","1","0","0","0","0","3000","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","6","0","0","6","0","0","0","0"
"105","Soul","0","마법저항5","0","0","0","1","0","0","0","0","4000","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","8","0","0","8","0","0","0","0"
"106","Soul","0","마법저항6","0","0","0","1","0","0","0","0","5000","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","10","0","0","10","0","0","0","0"
"107","Soul","0","마법저항7","0","0","0","1","0","0","0","0","6000","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","12","0","0","12","0","0","0","0"
"108","Soul","0","마법저항8","0","0","0","1","0","0","0","0","7000","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","14","0","0","14","0","0","0","0"
"109","Soul","0","마법저항9","0","0","0","1","0","0","0","0","8000","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","16","0","0","16","0","0","0","0"
"110","Unique","0","??","0","0","0","4","0","0","0","0","8000","4","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","16","0","0","16","0","0","0","0"
"111","Blood","0","독저항1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"112","Blood","0","독저항2","0","0","0","1","0","0","0","0","1000","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","2","0","0","0","0"
"113","Blood","0","독저항3","0","0","0","1","0","0","0","0","2000","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","4","0","0","0","0"
